taxid	kingdom	phylum	class	order	family	genus	species	species_epithet	species_short	scientificName	currentName	identifiedBy	recordedBy	recordNumber	year	country	department	locality details	source	notes
2268961	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Datronia	Datronia stereoides	stereoides	D. stereoides	Datronia stereoides	Datronia stereoides		"Peck, M. E."		1907	Honduras			Mycoportal	
37991	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria polymorpha	polymorpha	X. polymorpha	Xylaria polymorpha	Xylaria polymorpha	"Rogers, J. D."	"Nelson, G."		1912	Honduras	Islas de la Bahía	"West Indies, Swan Island"	Mycoportal	
5333	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	commune	S. commune	Schizophyllum commune	Schizophyllum commune	"Cooke, W. B."	"Dyer, F."	A18	1915	Honduras	Atlántida	Ceiba	Mycoportal	
27353	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium	Cronartium quercuum	quercuum	C. quercuum	Cronartium quercuum	Cronartium quercuum		"Standley, P. C."		1916	Honduras	Francisco Morazán		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium stilboides	stilboides	F. stilboides	Fusarium lateritium var. longum	Fusarium stilboides				1916	Honduras			IndexFungorum	
1176462	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Asperisporium	Asperisporium caricae	caricae	A. caricae	Pucciniopsis caricae	Asperisporium caricae	"Charles, V. K."	"Carleton, M. A."	25	1920	Honduras		Farm #6	Mycoportal	
5263	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces setariae-italicae	setariae-italicae	U. setariae-italicae	Uromyces leptodermus	Uromyces setariae-italicae	"Arthur, J. C."	"Carleton, M. A."	16	1920	Honduras			Mycoportal	
169998	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora compressa	compressa	P. compressa	Angiopsora compressa	Phakopsora compressa	"Arthur, J. C."	"Carleton, M. A."		1920	Honduras			Mycoportal	
640729	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Parodiopsidaceae	Perisporiopsis	Perisporiopsis hurae	hurae	P. hurae	Parodiopsis perae	Perisporiopsis hurae	"Stevenson, J. A."	"Carleton, M. A."		1920	Honduras			Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia inaudita	inaudita	P. inaudita	Puccinia inaudita	Puccinia inaudita	"Cummins, G. B."	"Carleton, M. A."		1920	Honduras			Mycoportal	
640729	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Parodiopsidaceae	Perisporiopsis	Perisporiopsis hurae	hurae	P. hurae	Parodiopsis perae	Perisporiopsis hurae		"Carleton, M. A."		1920	Honduras			Mycoportal	
640729	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Parodiopsidaceae	Perisporiopsis	Perisporiopsis hurae	hurae	P. hurae	Parodiopsis perae	Perisporiopsis hurae	"Stevenson, J. A."	"Carleton, M. A."		1920	Honduras			Mycoportal	
1	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Perisporiopsidaceae	Perisporiopsis	Perisporiopsis melioloides	melioloides	P. melioloides	Lasiostemma melioloides	Perisporiopsis melioloides	"Stevenson, J. A."	"Carleton, M. A."	286	1921	Honduras		Bar Mouth	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia filopes	filopes	P. filopes	Puccinia filopes	Puccinia filopes	"Arthur, J. C."	"Carleton, M. A."	4786	1921	Honduras		Lincoln Cr.	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia filopes	filopes	P. filopes	Puccinia filopes	Puccinia filopes		"Carleton, M. A."	MAC1579	1921	Honduras		Lincoln Cr.	Mycoportal	
5336	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Endophyllum	Endophyllum decoloratum	decoloratum	E. decoloratum	Endophyllum decoloratum	Endophyllum decoloratum		"Carleton, M. A."	268	1921	Honduras		San San	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia antioquiensis	antioquiensis	P. antioquiensis	Puccinia antioquiensis	Puccinia antioquiensis	"Jackson, H. S."	"Carleton, M. A."	289	1921	Honduras			Mycoportal	
5336	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Endophyllum	Endophyllum circumscriptum	circumscriptum	E. circumscriptum	Endophyllum circumscriptum	Endophyllum circumscriptum	"Jackson, H. S."	"Carleton, M. A."	285	1921	Honduras			Mycoportal	
114823	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hapalopilus	Hapalopilus sp.	sp.	Hapalopilus sp.	Hapalopilus	Hapalopilus sp.		"Brace, L. J. K."		1921	Honduras			Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia delicata	delicata	A. delicata	Auricularia delicata	Auricularia delicata	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus villosus	villosus	L. villosus	Lentinus villosus	Lentinus villosus	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
37991	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria sp.	sp.	Xylaria sp.	Xylaria	Xylaria sp.	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
40443	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum striatum	striatum	G. striatum	Lenzites striata	Gloeophyllum striatum	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
40451	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Trichaptum	Trichaptum biforme	biforme	T. biforme	Polystictus friesii	Trichaptum biforme	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
68764	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum saccatum	saccatum	G. saccatum	Geastrum saccatum	Geastrum saccatum	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
104242	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria cervina	cervina	C. cervina	Clavaria cervina	Clavaria cervina	"Coker, W. C."	"Reinking, O. A."	102H	1922	Honduras	Atlántida		Mycoportal	
104242	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria cervina	cervina	C. cervina	Clavaria cervina	Clavaria cervina	"Coker, W. C."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
139276	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax spathularia	spathularia	D. spathularia	Guepinia spathularia	Dacryopinax spathularia	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
289775	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Trichoscypha	Trichoscypha hindsii	hindsii	T. hindsii	Trichoscypha hindsii	Trichoscypha hindsii	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
289775	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Trichoscypha	Trichoscypha hindsii	hindsii	T. hindsii	Trichoscypha hindsii	Trichoscypha hindsii	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
478636	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Polystictus	Polystictus schizodon	schizodon	P. schizodon	Polystictus schizodon	Polystictus schizodon	"Lloyd, C. G."	"Reinking, O. A."		1922	Honduras	Atlántida		Mycoportal	
203927	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Dietelia	Dietelia portoricensis	portoricensis	D. portoricensis	Dietelia portoricensis	Dietelia portoricensis		"Carleton, M. A."	418	1922	Honduras	Comayagua	Comagalpa	Mycoportal	
73163	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Aecidium	Aecidium mikaniae	mikaniae	A. mikaniae	Aecidium mikaniae	Aecidium mikaniae	"Jackson, H. S."	"Carleton, M. A."	404	1922	Honduras	Comayagua	Comogalpa	Mycoportal	
27353	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium	Cronartium wilsonianum	wilsonianum	C. wilsonianum	Cronartium wilsonianum	Cronartium wilsonianum	"Jackson, H. S."	"Carleton, M. A."	406	1922	Honduras	Cortés	"Comagalfa, Cuymel"	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia heterospora	heterospora	P. heterospora	Puccinia heterospora	Puccinia heterospora		"Stevens, F. L."	4735	1922	Honduras	Cortés		Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia heterospora	heterospora	P. heterospora	Puccinia heterospora	Puccinia heterospora	"Jackson, H. S."	"Carleton, M. A."		1922	Honduras	Cortés		Mycoportal	
5336	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Endophyllum	Endophyllum circumscriptum	circumscriptum	E. circumscriptum	Endophyllum circumscriptum	Endophyllum circumscriptum	"Jackson, H. S."	"Carleton, M. A."		1922	Honduras	Cortés		Mycoportal	
512267	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Crossopsoraceae	Crossopsora	Crossopsora wilsoniana	wilsoniana	C. wilsoniana	Crossopsora wilsoniana	Crossopsora wilsoniana		"Carleton, M. A."	406	1922	Honduras	Cortés	Cuayamel	Mycoportal	
121491	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium sp.	sp.	Corticium sp.	Corticium	Corticium sp.		"Carleton, M. A."	404a	1922	Honduras	Francisco Morazán	Comagalfa (probably Comayagüela)	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia gouaniae	gouaniae	P. gouaniae	Puccinia gouaniae	Puccinia gouaniae		"Carleton, M. A."		1922	Honduras	Francisco Morazán	El Coyol	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia gouaniae	gouaniae	P. gouaniae	Puccinia gouaniae	Puccinia gouaniae		"Stevens, F. L."	4742	1922	Honduras		Coyal Farm	Mycoportal	
5296	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia urbaniana	urbaniana	P. urbaniana	Puccinia urbaniana	Puccinia urbaniana	"Cummins, G. B."	"Carleton, M. A."		1922	Honduras			Mycoportal	
40443	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum striatum	striatum	G. striatum	Lenzites striata	Gloeophyllum striatum		"Standley, P. C."	20742	1922	Honduras	Valle	"Amapala, Isla Tigre vicinity of, alt. ca. 250 meters"	Mycoportal	
40443	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum striatum	striatum	G. striatum	Gloeophyllum striatum	Gloeophyllum striatum		"Standley, P. C."	20742	1922	Honduras	Valle		Mycoportal	
2775190	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Skierkaceae	Skierka	Skierka holwayi	holwayi	S. holwayi	Skierka holwayi	Skierka holwayi		"Standley, P. C."	20730	1922	Honduras	Valle	"vicinity of Amapala, Isla Tigre, alt. 250 m. or less
14.712  -86.807983 "	Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium diversisporum	diversisporum	F. diversisporum	Fusarium diversisporum	Fusarium diversisporum	"Reinking, O. A."	"Reinking, O. A."		1923	Honduras	Atlántida	"Agua Caliente, Tela"	Mycoportal	
1	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Fabisporus	Fabisporus sanguineus	sanguineus	F. sanguineus	Polyporus sanguineus	Fabisporus sanguineus		"Sutter, O. M."		1923	Honduras	Atlántida		Mycoportal	
5133	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria subfalcata	subfalcata	N. subfalcata	Nectria subfalcata	Nectria subfalcata	"Rossman, A. Y."	"Reinking, O. A."	216H	1923	Honduras	Atlántida		Mycoportal	
5133	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria subfalcata	subfalcata	N. subfalcata	Nectria subfalcata	Nectria subfalcata		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia auricula-judae	auricula-judae	A. auricula-judae	Auricularia auricula	Auricularia auricula-judae	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia delicata	delicata	A. delicata	Auricularia delicata	Auricularia delicata	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia delicata	delicata	A. delicata	Auricularia delicata	Auricularia delicata	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia mesenterica	mesenterica	A. mesenterica	Auricularia mesenterica	Auricularia mesenterica	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia moelleri	moelleri	A. moelleri	Auricularia moelleri	Auricularia moelleri	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia moelleri	moelleri	A. moelleri	Auricularia moelleri	Auricularia moelleri	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia nigricans	nigricans	A. nigricans	Auricularia polytricha	Auricularia nigricans	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia nigricans	nigricans	A. nigricans	Auricularia polytricha	Auricularia nigricans	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia nigricans	nigricans	A. nigricans	Auricularia polytricha	Auricularia nigricans	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia brasiliensis	brasiliensis	A. brasiliensis	Auricularia brasiliensis	Auricularia brasiliensis	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia brasiliensis	brasiliensis	A. brasiliensis	Auricularia brasiliensis	Auricularia brasiliensis	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia brasiliensis	brasiliensis	A. brasiliensis	Auricularia brasiliensis	Auricularia brasiliensis	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia brasiliensis	brasiliensis	A. brasiliensis	Auricularia brasiliensis	Auricularia brasiliensis	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5314	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma zonatum	zonatum	G. zonatum	Ganoderma zonatum	Ganoderma zonatum		"Sutter, O. M."		1923	Honduras	Atlántida		Mycoportal	
5314	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma curtisii	curtisii	G. curtisii	Polyporus curtisii	Ganoderma curtisii	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5314	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma dorsale	dorsale	G. dorsale	Polyporus dorsalis	Ganoderma dorsale	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5314	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma lucidum	lucidum	G. lucidum	Polyporus lucidus	Ganoderma lucidum	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes elegans	elegans	T. elegans	Daedalea elegans	Trametes elegans		"Sutter, O. M."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes polyzona	polyzona	T. polyzona	Polystictus lenis	Trametes polyzona	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	coccinea	T. coccinea	Polystictus sanguineus	Trametes coccinea	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	coccinea	T. coccinea	Polystictus sanguineus	Trametes coccinea	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sp.	sp.	Trametes sp.	Trametes	Trametes sp.	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cubensis	cubensis	T. cubensis	Trametes cubensis	Trametes cubensis	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cubensis	cubensis	T. cubensis	Trametes cubensis	Trametes cubensis	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes fibrillosa	fibrillosa	T. fibrillosa	Trametes fibrillosus	Trametes fibrillosa	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5333	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	commune	S. commune	Schizophyllum commune	Schizophyllum commune	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus sp.	sp.	Lentinus sp.	Lentinus	Lentinus sp.	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus sp.	sp.	Lentinus sp.	Lentinus	Lentinus sp.	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus sp.	sp.	Lentinus sp.	Lentinus	Lentinus sp.	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus sp.	sp.	Lentinus sp.	Lentinus	Lentinus sp.	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus velutinus	velutinus	L. velutinus	Lentinus velutinus	Lentinus velutinus	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus velutinus	velutinus	L. velutinus	Lentinus velutinus	Lentinus velutinus	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5357	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tricholoma	tricholoma	L. tricholoma	Polyporus tricholoma	Lentinus tricholoma	"Lloyd, C. G."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5473	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Leptoxyphium	Leptoxyphium ophidioglossum	ophidioglossum	L. ophidioglossum	Megaloxyphium ophidioglossum	Leptoxyphium ophidioglossum	"Chaves, B. A."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sp.	sp.	Fusarium sp.	Fusarium	Fusarium sp.		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium anguioides	anguioides	F. anguioides	Fusarium anguioides	Fusarium anguioides		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium anthophilum	anthophilum	F. anthophilum	Fusarium anthophilum	Fusarium anthophilum		"Reinking, O. A."	46	1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium anthophilum	anthophilum	F. anthophilum	Fusarium anthophilum	Fusarium anthophilum		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium anthophilum	anthophilum	F. anthophilum	Fusarium anthophilum	Fusarium anthophilum	"Reinking, O. A."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium anthophilum	anthophilum	F. anthophilum	Fusarium anthophilum	Fusarium anthophilum	"Reinking, O. A."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium anthophilum	anthophilum	F. anthophilum	Fusarium anthophilum	Fusarium anthophilum	"Reinking, O. A."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium gibbosum 	gibbosum 	F. gibbosum 	Fusarium bullatum	Fusarium gibbosum 		"Reinking, O. A."	47	1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium bullatum	bullatum	F. bullatum	Fusarium bullatum var. brevius	Fusarium bullatum var. brevius		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium camptoceras	camptoceras	F. camptoceras	Fusarium camptoceras	Fusarium camptoceras		"Reinking, O. A."	R42	1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium diversisporum	diversisporum	F. diversisporum	Fusarium diversisporum	Fusarium diversisporum		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani	solani	F. solani	Fusarium martii var. minus	Fusarium solani		"Reinking, O. A."	41	1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani	solani	F. solani	Fusarium martii var. minus	Fusarium solani		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi	fujikuroi	F. fujikuroi	Fusarium moniliforme	Fusarium fujikuroi		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi	fujikuroi	F. fujikuroi	Fusarium moniliforme	Fusarium fujikuroi		"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi	fujikuroi	F. fujikuroi	Fusarium moniliforme var. subglutinans	Fusarium fujikuroi	"Reinking, O. A."	"Reinking, O. A."		1923	Honduras	Atlántida		Mycoportal	
